0,1,2,3,4,5
2014,11,1,0,18,0
2014,11,2,0,13,0
2014,12,1,0,25,0
2014,12,2,1,17,0.05882353
2014,13,1,0,31,0
2014,13,2,0,16,0
2014,14,1,1,28,0.03571429
2014,14,2,0,22,0
2014,15,1,1,26,0.03846154
2014,15,2,0,29,0
2014,16,1,2,38,0.05263158
2014,16,2,1,31,0.03225806
2014,17,1,1,12,0.08333333
2014,17,2,2,35,0.05714286
2014,18,1,4,13,0.3076923
2014,18,2,3,26,0.1153846
2014,19,1,2,12,0.1666667
2014,19,2,2,9,0.2222222
2014,20,2,0,1,0
2015,1,1,0,3,0
2015,6,1,0,1,0
2015,7,1,0,2,0
2015,7,2,0,4,0
2015,8,1,0,7,0
2015,8,2,0,4,0
2015,9,1,0,7,0
2015,9,2,0,8,0
2015,10,1,0,7,0
2015,10,2,0,5,0
2015,11,1,0,19,0
2015,11,2,0,11,0
2015,12,1,1,16,0.0625
2015,12,2,0,19,0
2015,13,1,1,31,0.03225806
2015,13,2,0,11,0
2015,14,1,1,40,0.025
2015,14,2,1,25,0.04
2015,15,1,0,34,0
2015,15,2,1,31,0.03225806
2015,16,1,3,35,0.08571429
2015,16,2,2,29,0.06896552
2015,17,1,1,21,0.04761905
2015,17,2,0,27,0
2015,18,1,3,10,0.3
2015,18,2,0,16,0
2015,19,1,0,5,0
2015,19,2,1,11,0.09090909
2015,20,2,0,1,0
2016,1,1,0,1,0
2016,1,2,0,1,0
2016,4,2,0,1,0
2016,5,1,0,3,0
2016,6,1,0,2,0
2016,6,2,0,2,0
2016,7,1,0,3,0
2016,7,2,0,2,0
2016,8,1,0,6,0
2016,8,2,0,10,0
2016,9,1,0,12,0
2016,9,2,0,12,0
2016,10,1,0,8,0
2016,10,2,0,13,0
2016,11,1,1,13,0.07692308
2016,11,2,0,10,0
2016,12,1,0,19,0
2016,12,2,1,18,0.05555556
2016,13,1,0,28,0
2016,13,2,0,12,0
2016,14,1,1,38,0.02631579
2016,14,2,0,19,0
2016,15,1,2,40,0.05
2016,15,2,1,24,0.04166667
2016,16,1,0,25,0
2016,16,2,1,35,0.02857143
2016,17,1,0,21,0
2016,17,2,2,34,0.05882353
2016,18,1,3,16,0.1875
2016,18,2,1,13,0.07692308
2016,19,1,1,8,0.125
2016,19,2,3,10,0.3
2016,20,1,0,1,0
2016,20,2,1,1,1
2017,1,2,0,1,0
2017,4,2,0,1,0
2017,5,1,0,2,0
2017,6,1,0,2,0
2017,6,2,0,1,0
2017,7,1,0,3,0
2017,7,2,0,1,0
2017,8,1,0,4,0
2017,8,2,0,4,0
2017,9,1,0,6,0
2017,9,2,0,8,0
2017,10,1,0,12,0
2017,10,2,0,13,0
2017,11,1,0,13,0
2017,11,2,0,15,0
2017,12,1,0,31,0
2017,12,2,0,9,0
2017,13,1,1,29,0.03448276
2017,13,2,0,15,0
2017,14,1,1,48,0.02083333
2017,14,2,0,16,0
2017,15,1,2,40,0.05
2017,15,2,2,31,0.06451613
2017,16,1,1,30,0.03333333
2017,16,2,0,27,0
2017,17,1,2,19,0.1052632
2017,17,2,5,38,0.1315789
2017,18,1,3,26,0.1153846
2017,18,2,2,19,0.1052632
2017,19,1,1,7,0.1428571
2017,19,2,1,9,0.1111111
2017,20,1,0,1,0
2017,20,2,1,3,0.3333333
2018,1,1,0,2,0
2018,2,2,0,1,0
2018,5,1,0,2,0
2018,5,2,0,1,0
2018,6,1,0,2,0
2018,6,2,0,2,0
2018,7,1,0,2,0
2018,7,2,0,2,0
2018,8,1,0,6,0
2018,8,2,0,6,0
2018,9,1,0,8,0
2018,9,2,0,9,0
2018,10,1,0,6,0
2018,10,2,0,7,0
2018,11,1,0,19,0
2018,11,2,0,10,0
2018,12,1,0,19,0
2018,12,2,0,12,0
2018,13,1,0,29,0
2018,13,2,0,19,0
2018,14,1,1,30,0.03333333
2018,14,2,1,29,0.03448276
2018,15,1,4,40,0.1
2018,15,2,1,34,0.02941176
2018,16,1,1,30,0.03333333
2018,16,2,1,40,0.025
2018,17,1,1,34,0.02941176
2018,17,2,1,41,0.02439024
2018,18,1,1,13,0.07692308
2018,18,2,5,33,0.1515152
2018,19,1,0,4,0
2018,19,2,2,7,0.2857143
2018,20,1,0,1,0
2018,20,2,0,3,0
2019,6,1,0,2,0
2019,6,2,0,3,0
2019,7,1,0,1,0
2019,7,2,0,4,0
2019,8,1,0,7,0
2019,8,2,0,6,0
2019,9,1,0,8,0
2019,9,2,0,3,0
2019,10,1,0,12,0
2019,10,2,0,7,0
2019,11,1,0,16,0
2019,11,2,0,13,0
2019,12,1,2,23,0.08695652
2019,12,2,0,26,0
2019,13,1,0,25,0
2019,13,2,0,15,0
2019,14,1,1,33,0.03030303
2019,14,2,0,25,0
2019,15,1,3,38,0.07894737
2019,15,2,2,24,0.08333333
2019,16,1,1,39,0.02564103
2019,16,2,3,37,0.08108108
2019,17,1,1,25,0.04
2019,17,2,4,33,0.1212121
2019,18,1,2,23,0.08695652
2019,18,2,1,21,0.04761905
2019,19,1,2,5,0.4
2019,19,2,1,15,0.06666667
2019,20,1,0,1,0
2019,20,2,0,2,0
"E4_05_M Kolorektale Resektionen bei Divertikel ohne Abszess/Perforation, Mortalitt ",,,,,
BAG/OFSP/UFSP - CH-IQI Version V5-2 - Daten 2019 - 21. April 2021,,,,,
Jahr,DeathCH,CasesCH,pCH,,
2008,4,2243,0.1783326,,
2009,12,2118,0.5665722,,
2010,15,1997,0.7511267,,
2011,13,2061,0.6307618,,
2012,11,2037,0.5400098,,
2013,7,1876,0.3731343,,
2014,8,1650,0.4848485,,
2015,1,1417,0.07057163,,
2016,2,1436,0.1392758,,
2017,11,1385,0.7942238,,
2018,3,1372,0.2186589,,
2019,3,1257,0.2386635,,
"F2_11_M Resektion/Ersatz der thorakalen/thorakoabdominalen Aorta bei Aneurysma, nicht rupturiert, mit OP am Herzen, Mortalitt ",,,,,
BAG/OFSP/UFSP - CH-IQI Version V5-2 - Daten 2019 - 21. April 2021,,,,,
Jahr,DeathCH,CasesCH,pCH,,
2008,0,3,0,,
2009,0,11,0,,
2010,2,18,11.11111,,
2011,17,360,4.722222,,
2012,23,442,5.20362,,
2013,36,461,7.809111,,
2014,23,448,5.133929,,
2015,21,447,4.697987,,
2016,23,453,5.077263,,
2017,25,529,4.725898,,
2018,26,483,5.383023,,
2019,30,479,6.263048,,
"E2_04_P Anteil alloplastische OP bei Inguinalhernie, Alter >19 ",,,,,
BAG/OFSP/UFSP - CH-IQI Version V5-2 - Daten 2019 - 21. April 2021,,,,,
Jahr,CasesCH,CasesCHDen,pCH,,
2008,13557,16148,83.95467,,
2009,13867,15930,87.04959,,
2010,14179,15758,89.97969,,
2011,14553,15966,91.14994,,
2012,14814,16157,91.68781,,
2013,15259,16477,92.60788,,
2014,15737,16762,93.88498,,
2015,15975,16847,94.824,,
2016,16224,17016,95.34556,,
2017,16897,17245,97.98202,,
2018,15441,15747,98.05677,,
2019,12179,12368,98.47186,,
"F1_08_M Perkutane extrakranielle Stentimplantation A. carotis (Alter >19), Mortalitt ",,,,,
BAG/OFSP/UFSP - CH-IQI Version V5-2 - Daten 2019 - 21. April 2021,,,,,
Jahr,AltEGrp,Sex,DeathCH,CasesCH,pCH
2008,7,1,0,1,0
2008,8,1,0,1,0
2008,8,2,0,1,0
2008,10,1,0,2,0
2008,10,2,0,3,0
2008,11,1,0,6,0
2008,11,2,0,5,0
2008,12,1,0,14,0
2008,12,2,0,5,0
2008,13,1,1,15,0.06666667
2008,13,2,0,3,0
2008,14,1,0,32,0
2008,14,2,0,8,0
2008,15,1,2,20,0.1
2008,15,2,0,5,0
2008,16,1,0,29,0
2008,16,2,0,12,0
2008,17,1,0,19,0
2008,17,2,0,6,0
2008,18,1,0,5,0
2008,18,2,0,3,0
2009,5,1,0,1,0
2009,6,1,0,1,0
2009,8,1,0,1,0
2009,8,2,0,2,0
2009,9,1,0,1,0
2009,9,2,0,3,0
2009,10,1,0,5,0
2009,10,2,0,8,0
2009,11,1,0,9,0
2009,11,2,0,3,0
2009,12,1,0,12,0
2009,12,2,0,8,0
2009,13,1,2,23,0.08695652
2009,13,2,0,4,0
2009,14,1,0,25,0
2009,14,2,0,5,0
2009,15,1,0,23,0
2009,15,2,0,11,0
2009,16,1,1,27,0.03703704
2009,16,2,0,10,0
2009,17,1,0,9,0
2009,17,2,0,10,0
2009,18,1,0,4,0
2009,18,2,0,7,0
2009,19,1,0,1,0
2010,7,2,0,1,0
2010,9,1,0,3,0
2010,9,2,0,3,0
2010,10,1,0,6,0
2010,10,2,0,3,0
2010,11,1,0,15,0
2010,11,2,0,3,0
2010,12,1,1,14,0.07142857
2010,12,2,0,8,0
2010,13,1,1,25,0.04
2010,13,2,0,15,0
2010,14,1,0,14,0
2010,14,2,1,12,0.08333333
2010,15,1,1,28,0.03571429
2010,15,2,0,11,0
2010,16,1,0,22,0
2010,16,2,0,9,0
2010,17,1,2,19,0.1052632
2010,17,2,1,6,0.1666667
2010,18,1,0,3,0
2010,18,2,0,1,0
2011,6,2,0,2,0
2011,7,2,0,1,0
2011,8,1,0,1,0
2011,8,2,0,3,0
2011,9,1,0,1,0
2011,10,1,0,4,0
2011,10,2,0,7,0
2011,11,1,1,7,0.1428571
2011,11,2,0,2,0
2011,12,1,0,11,0
2011,12,2,1,8,0.125
2011,13,1,0,28,0
2011,13,2,0,6,0
2011,14,1,0,34,0
2011,14,2,1,11,0.09090909
2011,15,1,0,27,0
2011,15,2,0,11,0
2011,16,1,2,21,0.0952381
2011,16,2,0,15,0
2011,17,1,2,13,0.1538462
2011,17,2,0,8,0
2011,18,1,1,3,0.3333333
2011,18,2,0,4,0
2012,5,2,0,1,0
2012,6,1,0,1,0
2012,7,2,0,1,0
2012,8,1,0,1,0
2012,9,1,0,2,0
2012,9,2,1,4,0.25
2012,10,1,0,6,0
2012,10,2,0,3,0
2012,11,1,0,7,0
2012,11,2,0,4,0
2012,12,1,0,15,0
2012,12,2,0,6,0
2012,13,1,0,35,0
2012,13,2,0,10,0
2012,14,1,2,25,0.08
2012,14,2,0,10,0
2012,15,1,0,38,0
2012,15,2,0,8,0
2012,16,1,1,31,0.03225806
2012,16,2,1,14,0.07142857
2012,17,1,0,13,0
2012,17,2,0,4,0
2012,18,1,0,2,0
2012,18,2,0,6,0
2012,19,1,0,1,0
2013,7,2,0,1,0
2013,8,1,0,1,0
2013,8,2,0,1,0
2013,10,1,0,8,0
2013,10,2,0,1,0
2013,11,1,0,7,0
2013,11,2,0,2,0
2013,12,1,2,16,0.125
2013,12,2,1,3,0.3333333
2013,13,1,2,32,0.0625
2013,13,2,1,5,0.2
2013,14,1,1,32,0.03125
2013,14,2,0,17,0
2013,15,1,0,37,0
2013,15,2,0,5,0
2013,16,1,2,27,0.07407407
2013,16,2,0,14,0
2013,17,1,1,12,0.08333333
2013,17,2,0,5,0
2013,18,1,2,9,0.2222222
2013,18,2,0,2,0
2013,19,2,0,1,0
2014,8,2,0,1,0
2014,9,1,0,3,0
2014,9,2,0,2,0
2014,10,2,0,1,0
2014,11,1,0,12,0
2014,11,2,0,4,0
2014,12,1,0,13,0
2014,12,2,1,6,0.1666667
2014,13,1,0,22,0
2014,13,2,0,6,0
2014,14,1,1,31,0.03225806
2014,14,2,1,18,0.05555556
2014,15,1,0,28,0
2014,15,2,0,13,0
2014,16,1,2,27,0.07407407
2014,16,2,0,12,0
2014,17,1,2,16,0.125
2014,17,2,0,4,0
2014,18,1,0,4,0
2015,7,2,0,2,0
2015,8,1,0,3,0
2015,9,1,0,1,0
2015,10,1,0,4,0
2015,10,2,0,1,0
2015,11,1,0,15,0
2015,11,2,0,4,0
2015,12,1,0,17,0
2015,12,2,0,8,0
2015,13,1,0,24,0
2015,13,2,1,8,0.125
2015,14,1,1,30,0.03333333
2015,14,2,0,17,0
2015,15,1,1,43,0.02325581
2015,15,2,0,16,0
2015,16,1,1,29,0.03448276
2015,16,2,0,16,0
2015,17,1,1,17,0.05882353
2015,17,2,1,10,0.1
2015,18,1,1,4,0.25
2015,18,2,1,5,0.2
2015,19,1,0,1,0
2015,19,2,0,2,0
2016,7,1,0,1,0
2016,8,1,0,1,0
2016,8,2,0,2,0
2016,9,1,0,3,0
2016,10,1,0,1,0
2016,10,2,0,2,0
2016,11,1,1,16,0.0625
2016,11,2,0,8,0
2016,12,1,0,26,0
2016,12,2,0,8,0
2016,13,1,3,40,0.075
2016,13,2,0,2,0
2016,14,1,2,39,0.05128205
2016,14,2,1,18,0.05555556
2016,15,1,0,39,0
2016,15,2,1,16,0.0625
2016,16,1,1,34,0.02941176
2016,16,2,1,17,0.05882353
2016,17,1,1,19,0.05263158
2016,17,2,0,7,0
2016,18,1,1,12,0.08333333
2016,18,2,3,8,0.375
2016,19,1,0,2,0
2016,20,2,1,1,1
2017,9,1,0,3,0
2017,9,2,0,1,0
2017,10,1,0,3,0
2017,10,2,0,2,0
2017,11,1,0,10,0
2017,11,2,0,2,0
2017,12,1,0,16,0
2017,12,2,1,6,0.1666667
2017,13,1,0,51,0
2017,13,2,0,10,0
2017,14,1,2,53,0.03773585
2017,14,2,1,12,0.08333333
2017,15,1,2,49,0.04081633
2017,15,2,0,20,0
2017,16,1,4,36,0.1111111
2017,16,2,0,16,0
2017,17,1,4,39,0.1025641
2017,17,2,1,10,0.1
2017,18,1,0,9,0
2017,18,2,1,4,0.25
2017,19,1,0,2,0
2017,19,2,0,1,0
2018,7,1,0,1,0
2018,7,2,0,1,0
2018,8,1,0,1,0
2018,8,2,0,3,0
2018,9,1,0,1,0
2018,9,2,0,2,0
2018,10,1,0,8,0
2018,10,2,0,2,0
2018,11,1,1,15,0.06666667
2018,11,2,0,6,0
2018,12,1,0,19,0
2018,12,2,1,16,0.0625
2018,13,1,0,31,0
2018,13,2,0,12,0
2018,14,1,0,51,0
2018,14,2,0,10,0
2018,15,1,3,67,0.04477612
2018,15,2,0,12,0
2018,16,1,3,51,0.05882353
2018,16,2,0,16,0
2018,17,1,1,31,0.03225806
2018,17,2,0,14,0
2018,18,1,2,11,0.1818182
2018,18,2,1,11,0.09090909
2018,19,2,1,5,0.2
2019,7,1,0,3,0
2019,8,1,0,1,0
2019,9,1,0,1,0
2019,9,2,0,1,0
2019,10,1,0,7,0
2019,10,2,0,6,0
2019,11,1,1,7,0.1428571
2019,11,2,0,4,0
2019,12,1,0,25,0
2019,12,2,0,6,0
2019,13,1,1,41,0.02439024
2019,13,2,1,18,0.05555556
2019,14,1,0,45,0
2019,14,2,1,14,0.07142857
2019,15,1,0,56,0
2019,15,2,1,19,0.05263158
2019,16,1,2,53,0.03773585
2019,16,2,1,17,0.05882353
2019,17,1,4,26,0.1538462
2019,17,2,2,17,0.1176471
2019,18,1,6,17,0.3529412
2019,18,2,2,11,0.1818182
2019,19,1,1,4,0.25
2019,19,2,1,1,1
2019,20,1,1,1,1
2019,20,2,0,1,0
"F3_05_M OP an Becken/Beinarterien bei arterieller Embolie/Thrombose, Mortalitt ",,,,,
BAG/OFSP/UFSP - CH-IQI Version V5-2 - Daten 2019 - 21. April 2021,,,,,
Jahr,AltEGrp,Sex,DeathCH,CasesCH,pCH
2008,1,2,0,1,0
2008,2,1,0,1,0
2008,2,2,0,1,0
2008,4,1,0,1,0
2008,4,2,0,1,0
2008,6,1,0,1,0
2008,6,2,0,1,0
2008,8,1,0,6,0
2008,8,2,0,2,0
2008,9,1,0,3,0
2008,9,2,0,4,0
2008,10,1,0,13,0
2008,10,2,0,4,0
2008,11,1,0,19,0
2008,11,2,0,4,0
2008,12,1,1,41,0.02439024
2008,12,2,0,11,0
2008,13,1,2,42,0.04761905
2008,13,2,1,10,0.1
2008,14,1,3,43,0.06976744
2008,14,2,2,17,0.1176471
2008,15,1,4,35,0.1142857
2008,15,2,3,23,0.1304348
2008,16,1,1,30,0.03333333
2008,16,2,1,26,0.03846154
2008,17,1,3,32,0.09375
2008,17,2,5,26,0.1923077
2008,18,1,3,19,0.1578947
2008,18,2,5,36,0.1388889
2008,19,1,1,7,0.1428571
2008,19,2,6,30,0.2
2008,20,1,0,2,0
2008,20,2,1,4,0.25
2009,1,2,0,1,0
2009,5,2,0,3,0
2009,6,1,0,2,0
2009,8,1,0,2,0
2009,8,2,0,1,0
2009,9,1,0,2,0
2009,9,2,0,2,0
2009,10,1,0,10,0
2009,10,2,0,3,0
2009,11,1,0,22,0
2009,11,2,0,7,0
2009,12,1,2,38,0.05263158
2009,12,2,0,14,0
2009,13,1,0,34,0
2009,13,2,3,13,0.2307692
2009,14,1,1,44,0.02272727
2009,14,2,3,15,0.2
2009,15,1,3,38,0.07894737
2009,15,2,1,16,0.0625
2009,16,1,3,39,0.07692308
2009,16,2,1,28,0.03571429
2009,17,1,6,36,0.1666667
2009,17,2,4,21,0.1904762
2009,18,1,2,18,0.1111111
2009,18,2,1,20,0.05
2009,19,1,0,5,0
2009,19,2,5,22,0.2272727
2009,20,1,0,2,0
2009,20,2,1,4,0.25
2010,2,1,1,1,1
2010,7,2,0,1,0
2010,9,1,0,7,0
2010,9,2,0,2,0
2010,10,1,0,14,0
2010,10,2,0,4,0
2010,11,1,0,24,0
2010,11,2,0,8,0
2010,12,1,0,35,0
2010,12,2,0,5,0
2010,13,1,5,48,0.1041667
2010,13,2,0,19,0
2010,14,1,1,48,0.02083333
2010,14,2,1,14,0.07142857
2010,15,1,1,37,0.02702703
2010,15,2,0,14,0
2010,16,1,4,36,0.1111111
2010,16,2,2,25,0.08
2010,17,1,1,38,0.02631579
2010,17,2,3,26,0.1153846
2010,18,1,2,20,0.1
2010,18,2,2,30,0.06666667
2010,19,1,2,9,0.2222222
2010,19,2,2,15,0.1333333
2010,20,1,1,1,1
2010,20,2,2,7,0.2857143
2011,5,2,0,1,0
2011,6,1,0,2,0
2011,7,1,0,1,0
2011,8,1,0,2,0
2011,8,2,0,1,0
2011,9,1,0,6,0
2011,9,2,0,1,0
2011,10,1,0,21,0
2011,10,2,1,9,0.1111111
2011,11,1,0,27,0
2011,11,2,0,8,0
2011,12,1,1,59,0.01694915
2011,12,2,1,10,0.1
2011,13,1,3,81,0.03703704
2011,13,2,0,27,0
2011,14,1,5,88,0.05681818
2011,14,2,4,33,0.1212121
2011,15,1,5,84,0.05952381
2011,15,2,2,32,0.0625
2011,16,1,2,68,0.02941176
2011,16,2,4,37,0.1081081
2011,17,1,2,55,0.03636364
2011,17,2,7,47,0.1489362
2011,18,1,2,23,0.08695652
2011,18,2,5,48,0.1041667
2011,19,1,6,14,0.4285714
2011,19,2,2,18,0.1111111
2011,20,1,1,1,1
2011,20,2,0,3,0
2012,3,1,0,1,0
2012,6,1,0,1,0
2012,6,2,0,1,0
2012,7,1,0,3,0
2012,7,2,0,1,0
2012,8,1,0,3,0
2012,8,2,0,2,0
2012,9,1,1,11,0.09090909
2012,9,2,0,3,0
2012,10,1,0,19,0
2012,10,2,1,6,0.1666667
2012,11,1,1,40,0.025
2012,11,2,0,12,0
2012,12,1,1,63,0.01587302
2012,12,2,1,21,0.04761905
2012,13,1,3,81,0.03703704
2012,13,2,1,22,0.04545455
2012,14,1,3,89,0.03370787
2012,14,2,0,31,0
2012,15,1,6,80,0.075
2012,15,2,2,36,0.05555556
2012,16,1,4,72,0.05555556
2012,16,2,6,46,0.1304348
2012,17,1,7,64,0.109375
2012,17,2,4,52,0.07692308
2012,18,1,2,29,0.06896552
2012,18,2,9,50,0.18
2012,19,1,3,12,0.25
2012,19,2,4,25,0.16
2012,20,1,1,4,0.25
2012,20,2,3,7,0.4285714
2013,4,1,0,1,0
2013,5,1,0,3,0
2013,6,2,0,1,0
2013,7,1,0,5,0
2013,7,2,0,3,0
2013,8,1,0,3,0
2013,8,2,1,3,0.3333333
2013,9,1,1,10,0.1
2013,9,2,0,3,0
2013,10,1,1,25,0.04
2013,10,2,1,6,0.1666667
2013,11,1,0,43,0
2013,11,2,2,14,0.1428571
2013,12,1,2,60,0.03333333
2013,12,2,2,26,0.07692308
2013,13,1,3,95,0.03157895
2013,13,2,2,23,0.08695652
2013,14,1,2,91,0.02197802
2013,14,2,2,29,0.06896552
2013,15,1,3,83,0.03614458
2013,15,2,3,30,0.1
2013,16,1,5,76,0.06578947
2013,16,2,4,44,0.09090909
2013,17,1,5,58,0.0862069
2013,17,2,4,44,0.09090909
2013,18,1,4,36,0.1111111
2013,18,2,6,48,0.125
2013,19,1,1,12,0.08333333
2013,19,2,4,26,0.1538462
2013,20,1,0,2,0
2013,20,2,1,9,0.1111111
2014,2,1,0,1,0
2014,3,1,0,1,0
2014,3,2,0,2,0
2014,4,1,0,2,0
2014,4,2,0,1,0
2014,5,1,0,1,0
2014,5,2,0,1,0
2014,6,1,0,1,0
2014,6,2,1,2,0.5
2014,7,1,0,3,0
2014,7,2,0,1,0
2014,8,1,0,4,0
2014,8,2,0,4,0
2014,9,1,0,13,0
2014,9,2,0,5,0
2014,10,1,2,26,0.07692308
2014,10,2,0,1,0
2014,11,1,1,43,0.02325581
2014,11,2,1,8,0.125
2014,12,1,1,57,0.01754386
2014,12,2,2,20,0.1
2014,13,1,3,77,0.03896104
2014,13,2,2,17,0.1176471
2014,14,1,4,85,0.04705882
2014,14,2,1,30,0.03333333
2014,15,1,5,78,0.06410256
2014,15,2,0,33,0
2014,16,1,6,66,0.09090909
2014,16,2,1,30,0.03333333
2014,17,1,6,56,0.1071429
2014,17,2,3,51,0.05882353
2014,18,1,5,33,0.1515152
2014,18,2,2,36,0.05555556
2014,19,1,1,17,0.05882353
2014,19,2,4,32,0.125
2014,20,2,0,5,0
2015,1,1,1,1,1
2015,2,1,0,1,0
2015,3,1,0,1,0
2015,4,2,0,1,0
2015,5,1,0,2,0
2015,5,2,0,1,0
2015,6,1,0,3,0
2015,7,1,0,3,0
2015,7,2,0,2,0
2015,8,1,0,3,0
2015,9,1,0,6,0
2015,9,2,1,3,0.3333333
2015,10,1,0,16,0
2015,10,2,1,7,0.1428571
2015,11,1,0,41,0
2015,11,2,0,7,0
2015,12,1,2,52,0.03846154
2015,12,2,0,18,0
2015,13,1,3,73,0.04109589
2015,13,2,1,19,0.05263158
2015,14,1,2,62,0.03225806
2015,14,2,2,36,0.05555556
2015,15,1,3,97,0.03092784
2015,15,2,1,42,0.02380952
2015,16,1,5,85,0.05882353
2015,16,2,8,43,0.1860465
2015,17,1,7,54,0.1296296
2015,17,2,1,34,0.02941176
2015,18,1,5,30,0.1666667
2015,18,2,2,35,0.05714286
2015,19,1,2,14,0.1428571
2015,19,2,5,23,0.2173913
2015,20,1,0,1,0
2015,20,2,1,6,0.1666667
2016,1,1,0,1,0
2016,5,1,0,1,0
2016,6,1,0,2,0
2016,6,2,0,2,0
2016,7,1,0,4,0
2016,7,2,0,3,0
2016,8,1,0,2,0
2016,8,2,0,1,0
2016,9,1,0,3,0
2016,9,2,0,3,0
2016,10,1,0,11,0
2016,10,2,0,5,0
2016,11,1,0,39,0
2016,11,2,0,4,0
2016,12,1,1,61,0.01639344
2016,12,2,2,15,0.1333333
2016,13,1,2,80,0.025
2016,13,2,3,26,0.1153846
2016,14,1,6,72,0.08333333
2016,14,2,2,31,0.06451613
2016,15,1,1,84,0.01190476
2016,15,2,2,37,0.05405405
2016,16,1,7,65,0.1076923
2016,16,2,4,36,0.1111111
2016,17,1,7,52,0.1346154
2016,17,2,4,43,0.09302326
2016,18,1,3,28,0.1071429
2016,18,2,6,38,0.1578947
2016,19,1,4,13,0.3076923
2016,19,2,2,20,0.1
2016,20,1,1,3,0.3333333
2016,20,2,1,5,0.2
2017,1,1,0,1,0
2017,4,1,0,1,0
2017,5,1,0,4,0
2017,6,1,0,1,0
2017,6,2,0,4,0
2017,7,1,0,6,0
2017,7,2,1,1,1
2017,8,1,1,3,0.3333333
2017,8,2,0,2,0
2017,9,1,0,7,0
2017,9,2,0,1,0
2017,10,1,1,20,0.05
2017,10,2,0,4,0
2017,11,1,0,35,0
2017,11,2,1,7,0.1428571
2017,12,1,0,45,0
2017,12,2,1,11,0.09090909
2017,13,1,2,79,0.02531646
2017,13,2,2,15,0.1333333
2017,14,1,6,83,0.07228916
2017,14,2,2,25,0.08
2017,15,1,4,85,0.04705882
2017,15,2,3,31,0.09677419
2017,16,1,3,72,0.04166667
2017,16,2,2,32,0.0625
2017,17,1,3,51,0.05882353
2017,17,2,5,45,0.1111111
2017,18,1,2,22,0.09090909
2017,18,2,5,39,0.1282051
2017,19,1,0,6,0
2017,19,2,3,24,0.125
2017,20,1,0,3,0
2017,20,2,0,7,0
2018,3,1,1,1,1
2018,4,2,0,1,0
2018,6,1,0,1,0
2018,7,1,0,3,0
2018,8,1,0,3,0
2018,9,1,0,4,0
2018,9,2,1,3,0.3333333
2018,10,1,0,12,0
2018,10,2,0,5,0
2018,11,1,1,42,0.02380952
2018,11,2,0,7,0
2018,12,1,1,46,0.02173913
2018,12,2,0,11,0
2018,13,1,1,67,0.01492537
2018,13,2,0,14,0
2018,14,1,0,85,0
2018,14,2,2,22,0.09090909
2018,15,1,5,88,0.05681818
2018,15,2,3,23,0.1304348
2018,16,1,7,69,0.1014493
2018,16,2,2,28,0.07142857
2018,17,1,5,60,0.08333333
2018,17,2,3,35,0.08571429
2018,18,1,5,22,0.2272727
2018,18,2,3,37,0.08108108
2018,19,1,0,5,0
2018,19,2,1,25,0.04
2018,20,1,1,1,1
2018,20,2,0,4,0
2019,1,2,0,1,0
2019,2,1,0,1,0
2019,3,1,0,2,0
2019,3,2,0,1,0
2019,4,1,0,1,0
2019,5,1,0,2,0
2019,6,2,0,2,0
2019,7,1,0,2,0
2019,7,2,1,2,0.5
2019,8,1,0,5,0
2019,8,2,1,1,1
2019,9,1,0,9,0
2019,9,2,0,1,0
2019,10,1,0,9,0
2019,10,2,0,5,0
2019,11,1,0,22,0
2019,11,2,1,8,0.125
2019,12,1,1,53,0.01886792
2019,12,2,2,18,0.1111111
2019,13,1,3,74,0.04054054
2019,13,2,0,23,0
2019,14,1,2,70,0.02857143
2019,14,2,2,30,0.06666667
2019,15,1,2,101,0.01980198
2019,15,2,7,34,0.2058824
2019,16,1,7,76,0.09210526
2019,16,2,3,44,0.06818182
2019,17,1,7,58,0.1206897
2019,17,2,3,26,0.1153846
2019,18,1,2,30,0.06666667
2019,18,2,2,26,0.07692308
2019,19,1,0,8,0
2019,19,2,3,25,0.12
2019,20,1,1,4,0.25
2019,20,2,0,2,0
"F1_07_M Extrakranielle GefssOP A. vertebralis (Alter >19), Mortalitt ",,,,,
BAG/OFSP/UFSP - CH-IQI Version V5-2 - Daten 2019 - 21. April 2021,,,,,
Jahr,AltEGrp,Sex,DeathCH,CasesCH,pCH
2011,12,1,0,1,0
2012,8,1,0,1,0
2012,15,1,0,1,0
2012,15,2,0,1,0
2012,16,1,0,1,0
2013,11,1,0,1,0
2013,16,2,0,1,0
2014,11,1,0,1,0
2016,14,2,0,2,0
2017,12,2,0,1,0
2017,15,1,0,1,0
2018,16,1,0,1,0
2019,10,2,0,1,0
2019,17,1,0,1,0
"E4_07_M Kolorektale Resektionen bei Darmischmie, Mortalitt ",,,,,
BAG/OFSP/UFSP - CH-IQI Version V5-2 - Daten 2019 - 21. April 2021,,,,,
Jahr,AltEGrp,Sex,DeathCH,CasesCH,pCH
2008,2,2,0,1,0
2008,3,2,0,1,0
2008,4,2,0,1,0
2008,5,2,0,1,0
2008,6,1,0,1,0
2008,6,2,0,1,0
2008,7,1,0,1,0
2008,8,1,0,1,0
2008,8,2,0,2,0
2008,9,1,0,2,0
2008,9,2,0,2,0
2008,10,1,1,5,0.2
2008,11,1,0,5,0
2008,11,2,1,5,0.2
2008,12,1,4,9,0.4444444
2008,12,2,0,3,0
2008,13,1,4,20,0.2
2008,13,2,4,8,0.5
2008,14,1,4,15,0.2666667
