Region of residence,Geographic MedStat region,Number of deliveries,Number of cesarean sections,Cesarean section rate (%),Average age deliveries,Average age cesarean sections,year
UR05,Erstfeld,42,14,33.33,32,30,2007
UR06,Andermatt,23,8,34.78,30.79,32.29,2007
SZ01,Einsiedeln,149,51,34.23,30.96,31.17,2007
SZ02,Freienbach,258,106,41.09,29.96,31.48,2007
SZ03,Küsnacht am Rigi,120,44,36.67,32.32,32.37,2007
SZ04,Lachen,112,41,36.61,32,33.26,2007
SZ05,Schübelbach,156,49,31.41,31.58,31.59,2007
SZ06,Tuggen,52,14,26.92,30.58,31.64,2007
SZ07,Rothenthurm,45,15,33.33,31.11,32.08,2007
SZ08,Arth,88,30,34.09,29.71,28.89,2007
SZ09,Ingenbohl,105,40,38.1,30.38,32.5,2007
SZ10,Schwyz,138,46,33.33,30,31,2007
SZ11,Sattel,57,23,40.35,32.4,32.25,2007
SZ12,Muotathal,44,9,20.45,30.29,27.71,2007
OW01,Alpnach,59,13,22.03,30.19,31.42,2007
OW02,Engelberg,30,7,23.33,30.5,29.6,2007
OW03,Giswil,56,12,21.43,29.95,32.63,2007
OW04,Kerns,64,11,17.19,30.81,28.43,2007
OW05,Sachseln,33,6,18.18,29.94,26.8,2007
OW06,Sarnen,87,23,26.44,31.75,33.86,2007
NW01,Hergiswil,43,11,25.58,31.24,35.38,2007
NW02,Stansstad,48,17,35.42,29.81,29.85,2007
NW03,Stans,86,23,26.74,31.86,30,2007
NW04,Buochs,68,22,32.35,29.1,29.43,2007
NW05,Beckenried,87,26,29.89,30.3,33.23,2007
GL01,Unterland,167,47,28.14,29.5,30.71,2007
GL02,Mittelland,100,23,23,30.79,29.55,2007
GL03,Hinterland,61,21,34.43,29.21,31.87,2007
ZG01,Baar,232,97,41.81,31.04,31.1,2007
ZG02,Cham,192,84,43.75,31.27,33.62,2007
ZG03,Hünenberg,49,20,40.82,31.17,34.45,2007
ZG04,Menzingen,52,24,46.15,30.25,31.17,2007
ZG05,Unterägeri,141,49,34.75,31.71,33.38,2007
ZG06,Risch,125,51,40.8,31.59,31.84,2007
ZG07,Steinhausen,68,19,27.94,29.6,32.36,2007
ZG08,Zug,244,97,39.75,30.54,31,2007
FR01,Sarine_01,386,122,31.61,30.21,30.54,2007
FR02,Sarine_02,68,24,35.29,30.41,31.07,2007
FR03,Sarine_03,65,19,29.23,30.06,31.33,2007
FR04,Sarine_04,172,63,36.63,29.04,29.64,2007
FR05,Sarine_05,125,36,28.8,31.16,31.76,2007
FR06,Sarine_06,155,50,32.26,30.9,31,2007
FR07,Singine_07,82,28,34.15,31.65,31.54,2007
FR08,Singine_08,91,34,37.36,30.1,29.78,2007
FR09,Singine_09,67,26,38.81,31.28,31.23,2007
FR10,Singine_10,64,24,37.5,30.94,30,2007
FR11,Gruyère_11,144,39,27.08,30.29,31,2007
FR12,Gruyère_12,153,47,30.72,29,30.22,2007
FR13,Gruyère_13,93,27,29.03,29.9,31.14,2007
FR14,Gruyère_14,71,19,26.76,30.37,32.6,2007
FR15,Lac_15,117,44,37.61,30.45,29.78,2007
FR16,Lac_16,84,38,45.24,29.68,30.94,2007
FR17,Lac_17,64,20,31.25,31.2,30.73,2007
FR18,Lac_18,33,13,39.39,29.4,31.67,2007
FR19,Glâne_19,87,28,32.18,29.68,30.69,2007
FR20,Glâne_20,35,8,22.86,30,29.88,2007
FR21,Glâne_21,85,26,30.59,29.46,32.67,2007
FR22,Broye_22,71,28,39.44,30.09,29.5,2007
FR23,Broye_23,88,19,21.59,30.56,31.8,2007
FR24,Broye_24,86,21,24.42,31.04,30.57,2007
FR25,Veveyse_25,156,50,32.05,30.05,29.65,2007
SO01,Solothurn,119,43,36.13,30,30.33,2007
SO10,Grenchen,100,35,35,29.96,29.15,2007
SO11,Bettlach,41,17,41.46,30.67,31.25,2007
SO12,Bellach,44,14,31.82,31.17,31.8,2007
SO13,Langendorf,42,13,30.95,32.33,34.33,2007
SO14,Riedholz,41,18,43.9,30.11,31.83,2007
SO21,Schnottwil,66,28,42.42,32.86,31.87,2007
SO30,Derendingen,52,26,50,30.32,30.5,2007
SO31,Zuchwil,73,30,41.1,30.45,30.76,2007
SO32,Biberist,87,25,28.74,30.42,31.2,2007
SO33,Luterbach,43,14,32.56,30.89,33.82,2007
SO34,Gerlafingen,64,28,43.75,31.2,31.89,2007
SO35,Recherswil,44,18,40.91,32,31.64,2007
SO36,Subingen,46,13,28.26,29.89,31.36,2007
SO40,Balsthal,57,33,57.89,31,29.65,2007
SO41,Mümliswil-Ramiswil,48,19,39.58,29.61,30.38,2007
SO42,Matzendorf,23,9,39.13,28.6,28.5,2007
SO51,Oensingen,103,37,35.92,28.95,30.11,2007
SO52,Egerkingen,61,17,27.87,29.56,28.8,2007
SO60,Olten,194,60,30.93,30.16,30.05,2007
SO61,Wangen bei Olten,37,16,43.24,30.95,31.92,2007
SO62,Hägendorf,124,42,33.87,29,30.05,2007
SO63,Dulliken,48,21,43.75,27.89,28.33,2007
SO64,Schönenwerd,92,34,36.96,30.92,30.76,2007
SO71,Trimbach,51,20,39.22,28.18,27.64,2007
SO72,Lostorf,64,30,46.88,30.5,30.59,2007
SO73,Niedergösgen,55,14,25.45,31.05,29.1,2007
SO80,Dornach,48,18,37.5,31.28,32,2007
SO81,Nuglar-St. Pantaleon,36,9,25,32.44,35.43,2007
SO82,Hofstetten-Flüh,51,16,31.37,31.95,32,2007
SO91,Breitenbach,73,31,42.47,31.65,31.89,2007
SO92,Kleinlützel,28,11,39.29,30.39,31,2007
BS01,Basel-Marktplatz,1168,295,25.26,30.5,31.57,2007
BS02,Basel-St.Jakob,48,19,39.58,31.79,30.25,2007
BS03,Basel-Margarethen,53,26,49.06,31.11,31.07,2007
BS04,Basel-Morgartenring,45,18,40,33.13,33.23,2007
BS05,Basel-Helvetiaplatz,21,9,42.86,31.92,32.5,2007
BS06,Basel-Voltamatte,24,10,41.67,29.75,31.89,2007
BS07,Basel-Dreirosen,29,15,51.72,28.31,29.5,2007
BS08,Basel-Claraplatz,22,8,36.36,30.85,32.13,2007
BS09,Basel-Bruderholz,-,-,-,-,-,2007
BS10,Basel-Riehen,145,51,35.17,30.46,32.2,2007
BL01,Allschwil,170,53,31.18,31,30.95,2007
BL02,Binningen,127,49,38.58,31.08,32.94,2007
BL03,Bottmingen,53,22,41.51,30.89,34.36,2007
BL04,Oberwil,115,51,44.35,31.86,31.94,2007
BL05,Therwil,72,24,33.33,31.4,32.86,2007
BL06,Ettingen,23,10,43.48,31.12,32,2007
BL07,Aesch,98,41,41.84,31.2,32.71,2007
BL08,Arlesheim,70,25,35.71,32,33.73,2007
BL09,Münchenstein,76,36,47.37,32.48,33.17,2007
BL10,Muttenz,117,44,37.61,32,30.21,2007
BL11,Reinach,137,51,37.23,29.64,31.56,2007
BL12,Birsfelden,95,36,37.89,30.24,31.07,2007
BL13,Grellingen,39,18,46.15,31.41,31.43,2007
BL14,Zwingen,40,8,20,31.38,36,2007
BL15,Laufen,53,18,33.96,29.45,31.18,2007
BL16,Röschenz,35,10,28.57,31.44,33.13,2007
BL17,Pratteln,134,45,33.58,30.04,31.32,2007
BL18,Frenkendorf,60,19,31.67,29.7,29.92,2007
BL19,Füllinsdorf,73,30,41.1,30.91,31.95,2007
BL20,Liestal,121,32,26.45,29.04,29.89,2007
BL21,Bubendorf,31,14,45.16,29.93,32.64,2007
BL22,Ziefen,33,12,36.36,30.7,28.67,2007
BL23,Lausen,49,15,30.61,30.82,32.5,2007
BL24,Sissach,58,22,37.93,29.48,30.71,2007
BL25,Zunzgen,30,13,43.33,30.88,30.75,2007
BL26,Gelterkinden,44,14,31.82,30.37,31.63,2007
BL27,Ormalingen,44,16,36.36,31.6,33.55,2007
BL28,Tecknau,24,9,37.5,32.55,31.33,2007
BL29,Läufelingen,43,16,37.21,28.95,32.42,2007
BL30,Niederdorf,38,13,34.21,30.24,29.88,2007
BL31,Oberdorf,37,9,24.32,27,28,2007
BL32,Hölstein,52,16,30.77,30.74,29.75,2007
SH01,Schaffhausen,296,103,34.8,31.07,30.91,2007
SH02,Neuhausen,-,-,-,-,-,2007
SH03,Klettgau,119,34,28.57,31.05,30.73,2007
SH04,Reiat,66,23,34.85,31.76,31.79,2007
SH05,Stein,-,-,-,-,-,2007
SH06,Rüdlingen/Buchberg,-,-,-,-,-,2007
AR01,Vorderland,80,29,36.25,30.46,30.05,2007
AR02,Mittelland,113,42,37.17,30.83,32.71,2007
AR03,Hinterland,88,31,35.23,31.5,31.47,2007
AR04,Herisau,122,36,29.51,29.71,30.56,2007
AI01,Appenzell,119,36,30.25,29.83,30.89,2007
AI02,Oberegg,-,-,-,-,-,2007
SG01,St.Gallen,636,204,32.08,30,30,2007
SG02,Steinach,88,39,44.32,30.86,30.56,2007
SG03,Rohrschach,209,71,33.97,31.54,30.73,2007
SG04,Thal,125,46,36.8,29.55,29.71,2007
SG05,Widnau,228,59,25.88,30.5,30.67,2007
SG06,Altstätten,229,51,22.27,30.96,29.9,2007
SG07,Buchs,280,71,25.36,30.5,29.96,2007
SG08,Mels,217,54,24.88,31.62,31.68,2007
SG09,Flums,130,37,28.46,29.95,30.56,2007
SG10,Kaltbrunn,114,38,33.33,30,29.33,2007
SG11,Uznach,201,64,31.84,29.42,30.05,2007
SG12,Kempraten,243,79,32.51,31.42,31.36,2007
SG13,Ebnat-Kappel,89,20,22.47,29.1,27.08,2007
SG14,Wattwil,239,64,26.78,31.54,31.45,2007
SG15,Kirchberg,125,36,28.8,30.67,29.8,2007
SG16,Uzwil,308,105,34.09,29.58,30.08,2007
SG17,Will,196,54,27.55,31.04,29.68,2007
SG18,Oberbüren,116,40,34.48,31.55,32.59,2007
SG19,Gossau,242,91,37.6,29,30.05,2007
GR01,Churer Rheintal,703,251,35.7,29.93,29.93,2007
GR02,Oberengadin,150,51,34,29.29,31.21,2007
GR03,Engiadina Bassa,71,24,33.8,31.04,31.18,2007
GR04,Landschaft Davos,97,35,36.08,29.81,32.14,2007
GR05,Surselva,161,48,29.81,30.09,30,2007
GR06,Heinzenberf/Domleschg/Hinterrh,115,24,20.87,31.5,31.46,2007
GR07,Oberhalbstein,-,-,-,-,-,2007
GR08,Prättigau,120,43,35.83,31.16,30.7,2007
GR09,Val Müstair,-,-,-,-,-,2007
GR10,Poschiavo,29,3,10.34,30.81,31.67,2007
GR11,Bergell,-,-,-,-,-,2007
GR12,Mesolcina-Calanca,73,22,30.14,30.9,31.38,2007
AG01,Aarau,140,40,28.57,29.5,30.75,2007
AG02,Erlinsbach,24,10,41.67,30.31,29.5,2007
AG03,Densbüren,60,15,25,31,33.55,2007
AG04,Biberstein/Rohr,42,15,35.71,28.8,30.8,2007
AG05,Buchs,61,23,37.7,30.3,32.07,2007
AG06,Suhr,109,36,33.03,31.27,32.59,2007
AG07,Oberentfelden,110,37,33.64,30.32,29.89,2007
AG08,Gränichen,50,15,30,31.79,32.44,2007
AG09,Muhen,37,13,35.14,31.69,31.6,2007
AG10,Baden,173,61,35.26,29,28.6,2007
AG11,Wettingen,168,56,33.33,31.46,31.45,2007
AG12,Untersiggenthal,209,70,33.49,30.5,30.73,2007
AG13,Obersiggenthal,68,19,27.94,29.5,29.64,2007
AG14,Ennetbaden,37,12,32.43,32.93,32.4,2007
AG15,Ober/Unterehrendingen,26,6,23.08,30.93,35,2007
AG16,Fislisbach,44,14,31.82,30.26,30.2,2007
AG17,Neuenhof,85,35,41.18,30.67,31.12,2007
AG18,Würenlos,49,12,24.49,32.76,34.7,2007
AG19,Mellingen,77,25,32.47,29.87,31.38,2007
AG20,Oberrohrdorf,44,16,36.36,30.17,30.7,2007
AG21,Spreitenbach,148,50,33.78,30.22,31.28,2007
AG22,Stetten,36,17,47.22,30.86,31.91,2007
AG23,Bergdietikon,33,11,33.33,32.5,34.89,2007
AG24,Dottigkon,115,41,35.65,31.67,32.06,2007
AG25,Widen,134,41,30.6,30.42,32.19,2007
AG26,Villmergen,32,9,28.13,31.47,32.86,2007
AG27,Wohlen,142,32,22.54,28.87,29.47,2007
AG28,Bremgarten,66,21,31.82,30.41,32.69,2007
AG29,Sarmenstorf,29,11,37.93,31.88,33.2,2007
AG30,Oberwil,41,20,48.78,31.11,32.47,2007
AG31,Jonen,43,15,34.88,32.95,33.46,2007
AG32,Villigen,33,17,51.52,31.65,30.67,2007
AG33,Unterbözberg,27,5,18.52,31.4,30.2,2007
AG34,Riniken,29,9,31.03,30.27,32.13,2007
AG35,Brugg,138,37,26.81,29,30.56,2007
AG36,Schinznach,36,9,25,29.3,27.22,2007
AG37,Birr,86,26,30.23,29.5,31.67,2007
AG38,Veltheim,38,13,34.21,32.22,31.82,2007
AG39,Schöftland,41,12,29.27,29.95,30.09,2007
AG40,Unterkulm,67,20,29.85,30.77,30.62,2007
AG41,Gontenschwil,42,10,23.81,30.58,33.5,2007
AG42,Reinach,78,31,39.74,30,28.69,2007
AG43,Beinwil am See,35,11,31.43,30.47,31.5,2007
AG44,Menziken,52,16,30.77,29.06,29.67,2007
AG45,Sisselen,37,12,32.43,31.29,30.25,2007
AG46,Laufenburg,57,18,31.58,31.1,31.25,2007
AG47,Sulz,33,13,39.39,31.56,32,2007
AG48,Frick,41,16,39.02,29.5,32.18,2007
AG49,Herznach,33,8,24.24,32.5,34,2007
AG50,Gipf-Oberfrick,51,16,31.37,30.71,30.3,2007
AG51,Rupperswil,50,14,28,29.5,34,2007
AG52,Möriken-Wildegg,44,14,31.82,30.32,32.67,2007
AG53,Niederlenz,43,12,27.91,27.82,29.75,2007
AG54,Hunzenschwil,73,25,34.25,31.32,33.07,2007
AG55,Lenzburg,87,26,29.89,30,31.95,2007
AG56,Othmarsingen,52,17,32.69,31.68,31.5,2007
AG57,Seon,44,11,25,28.88,28.63,2007
AG58,Seengen,52,20,38.46,33.11,32.67,2007
AG59,Meisterschwanden,64,22,34.38,30.5,30.71,2007
AG60,Muri,154,35,22.73,30.46,31.59,2007
AG61,Merenschwand,68,19,27.94,30.9,33.29,2007
AG62,Sins,54,18,33.33,31.61,30.2,2007
AG63,Kaiseraugst,44,24,54.55,30.5,32.15,2007
AG64,Rheinfelden,105,37,35.24,30.38,32.17,2007
AG65,Magden,24,12,50,33,33.2,2007
AG66,Möhlin,94,34,36.17,30.68,33.33,2007
AG67,Zeiningen,44,18,40.91,31.88,31.1,2007
AG68,Stein,55,20,36.36,28.95,29.92,2007
AG69,Aarburg,41,16,39.02,29.41,30.91,2007
AG70,Oftringen,108,42,38.89,30,30.4,2007
AG71,Safenwil,54,17,31.48,30.26,30.4,2007
AG72,Kölliken,50,12,24,29.95,31.33,2007
AG73,Rothrist,70,22,31.43,31.15,31.07,2007
AG74,Strengelbach,37,13,35.14,29.39,30.6,2007
AG75,Zofingen,91,38,41.76,30.35,30.76,2007
AG76,Murgenthal,45,16,35.56,29.76,30.77,2007
AG77,Brittnau,31,10,32.26,31.17,27.88,2007
AG78,Reitnau,35,11,31.43,30.8,30.11,2007
AG79,Leuggern,31,16,51.61,31,32.5,2007
AG80,Klingnau,46,20,43.48,31,30.76,2007
AG81,Zurzach,26,10,38.46,31.4,33.88,2007
AG82,Böttstein,30,13,43.33,28.67,29.58,2007
AG83,Döttingen,55,17,30.91,29.5,30.69,2007
AG84,Schneisingen,27,6,22.22,33,36.67,2007
AG85,Lengnau,49,12,24.49,31.68,32.5,2007
TG01,Oberthurgau,205,66,32.2,31,32.6,2007
TG02,Weinfelden,159,41,25.79,29.78,31.33,2007
TG03,Diessenhofen,51,13,25.49,29.33,31,2007
TG04,Frauenfeld,231,73,31.6,30.5,30.5,2007
TG05,Kreuzlingen,166,50,30.12,31.65,31.2,2007
TG06,Hinterthurgau,194,51,26.29,30.5,31,2007
TG07,Untersee,129,30,23.26,30.5,31.82,2007
TG08,Wigoltingen/Weinfelden,71,16,22.54,29.63,29.7,2007
TG09,Romanshorn/Oberthurgau,98,32,32.65,30,29.5,2007
TG10,Aadorf/Frauenfeld,160,43,26.88,31.29,32,2007
TG11,Tägerwilen/Kreuzlingen,82,29,35.37,30.31,32.4,2007
TG12,Münsterlingen/Kreuzlingen,38,9,23.68,31.06,31,2007
TG13,Sirnach/Hinterthurgau,74,25,33.78,31.1,32,2007
TG14,Amriswil/Oberthurgau,110,32,29.09,31.26,31.93,2007
TG15,Bischofszell/Weinfelden,72,23,31.94,30.5,30.86,2007
TG16,Aarbon/Oberthurgau,105,42,40,30.59,31.53,2007
TG17,Münchwilen/Hinterthurgau,99,29,29.29,29.82,30.43,2007
TI01,Maggia,42,12,28.57,31.12,31.6,2007
TI02,Losone,106,51,48.11,31.42,31.75,2007
TI03,Minusio,181,61,33.7,31.72,32.94,2007
TI04,Bellinzona,211,71,33.65,29.91,31.11,2007
TI05,Giubiasco,238,83,34.87,31.04,32,2007
TI06,Malvaglia,50,13,26,29.69,30.43,2007
TI07,Airolo,49,11,22.45,31.05,30.33,2007
TI08,Agno,165,63,38.18,31.42,32.62,2007
TI09,Lamone,138,43,31.16,30.16,32.58,2007
TI10,Tesserete,79,33,41.77,32.21,32.93,2007
TI11,Lugano,320,126,39.38,31,31,2007
TI12,Pregassona,190,50,26.32,30,32,2007
TI13,Savosa,97,38,39.18,32.81,32.89,2007
TI14,Breganzona,163,67,41.1,30.57,31.05,2007
TI15,Mendrisio,118,32,27.12,29.89,30.06,2007
TI16,Chiasso,154,44,28.57,29.41,30.76,2007
TI17,Morbio Inferiore,106,34,32.08,32.13,34,2007
TI86,Biasca,119,41,34.45,29.55,29.63,2007
TI87,Bodio,25,11,44,30.29,30.13,2007
TI88,Locarno,109,33,30.28,31.52,33.56,2007
TI89,Arogno,46,7,15.22,31.94,32,2007
VD01,Bex,107,29,27.1,30.4,30.31,2007
VD02,Aigle,139,30,21.58,30.73,29.6,2007
VD03,Leysin,101,24,23.76,29.96,29.69,2007
VD04,Montreux,299,73,24.41,32.04,31.5,2007
VD05,Blonay,102,31,30.39,32.42,31.27,2007
VD06,Tour de Peilz,96,26,27.08,30.63,30.76,2007
VD07,Vevey,225,62,27.56,30.08,29.95,2007
VD09,Chardonne,100,26,26,30.84,34.38,2007
VD10,Lavaux,122,38,31.15,31.54,31.5,2007
VD11,Lausanne 1,269,93,34.57,31.62,33.09,2007
VD13,Lausanne 2,671,211,31.45,30,32.5,2007
VD14,Lausanne 3,765,247,32.29,30.53,31.5,2007
VD15,Lausanne 4,151,55,36.42,29.54,32.78,2007
VD16,Prilly,142,51,35.92,29.83,31.44,2007
VD17,Renens,216,80,37.04,30.75,30.38,2007
VD18,Crissier,94,29,30.85,28.96,29.18,2007
VD19,Cheseaux-sur-Lausanne,75,24,32,31.35,29.75,2007
VD20,Epalinges,135,39,28.89,31.87,32.18,2007
VD21,Ecublens,132,47,35.61,31,32.35,2007
VD22,Préverenges,133,50,37.59,31.45,32.69,2007
VD23,Bussigny-près-Lausanne,113,39,34.51,29.58,30.39,2007
VD24,Echichens,44,19,43.18,32.33,34.42,2007
VD25,Morges,174,71,40.8,31.14,31.11,2007
VD26,St-Prex,178,64,35.96,31.2,31.79,2007
VD27,Rolle,114,31,27.19,30.91,32.61,2007
VD28,Gland,180,71,39.44,30.42,31.89,2007
VD29,Prangins,179,63,35.2,33.45,34,2007
VD30,Nyon,252,85,33.73,31,33,2007
VD31,Crans-près-Céligny,132,44,33.33,30.83,31.67,2007
VD32,Founex,133,53,39.85,32.54,34.72,2007
VD33,Aubonne,84,30,35.71,31.5,32,2007
VD34,La Vallée,74,20,27.03,30,31.85,2007
VD35,Cossonay,142,49,34.51,30.69,32.75,2007
VD36,Bettens,106,37,34.91,31.83,32.14,2007
VD37,Echallens,206,67,32.52,31.86,32.16,2007
VD38,Oron,156,45,28.85,30.5,31.94,2007
VD39,Moudon,140,34,24.29,28.65,31.63,2007
VD40,Payerne,143,31,21.68,29,30.35,2007
VD41,Yvonand,61,15,24.59,30.41,33.75,2007
VD42,Yverdon,317,105,33.12,28.5,29.74,2007
